id;id_local;zona;secao;local;PL;PT;brancos;nulos;abstencoes;total
841;75;270;638;2399;194;83;7;14;90;388
842;81;270;639;2402;182;71;5;12;72;342
843;81;270;640;2402;133;100;6;18;93;350
844;81;270;641;2402;169;74;6;12;82;343
845;81;270;642;2402;163;88;6;12;76;345
846;81;270;643;2402;165;103;8;11;57;344
847;81;270;644;2402;134;105;6;11;92;348
848;56;270;645;2410;97;67;3;6;56;229
849;56;270;646;2410;184;85;9;7;74;359
850;86;270;647;2291;137;134;12;12;102;397
851;73;270;648;1325;182;94;5;7;109;397
852;66;270;649;1236;190;115;8;8;71;392
853;95;270;650;2330;138;108;12;5;91;354
854;56;270;651;2410;94;57;5;4;62;222
855;105;270;652;2240;201;117;5;10;62;395
856;96;270;653;2372;83;93;8;10;32;226
857;71;270;654;2348;149;77;7;3;49;285
858;75;270;655;2399;173;107;9;7;99;395
859;80;270;656;2224;156;106;6;10;85;363
860;103;270;657;1961;169;113;5;17;58;362
861;77;270;658;2160;165;92;8;13;91;369
862;73;270;659;1325;182;107;10;16;77;392
863;100;270;660;2046;171;130;12;14;57;384
864;59;270;661;2178;144;59;4;6;50;263
865;66;270;662;1236;169;152;5;11;57;394
866;73;270;663;1325;153;152;6;21;64;396
867;86;270;664;2291;33;40;2;2;35;112
868;57;270;665;2070;163;157;4;12;61;397
869;66;270;666;1236;53;34;0;2;8;97
